,File #,Action Date,Title,Vote,Meeting Body
2707,211221.0,2/1/2022,"Ordinance authorizing settlement of the lawsuit filed by Dacari Spiers against the City and County of San Francisco for $700,000; the lawsuit was filed on March 6, 2020, in United States District Court, Northern District of California, Case No. 20-cv-01357-JSC; entitled Dacari Spiers v. City and County of San Francisco, et al.; the lawsuit involves an alleged civil rights violation.",Aye,Board of Supervisors
2708,211200.0,2/1/2022,"Resolution declaring the results of a special landowner election for City and County of San Francisco Infrastructure and Revitalization Financing District No. 1 (Treasure Island); and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors
2709,211200.0,2/1/2022,"Resolution declaring the results of a special landowner election for City and County of San Francisco Infrastructure and Revitalization Financing District No. 1 (Treasure Island); and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors
2710,211196.0,2/1/2022,"Ordinance adding territory to and adopting amendments to the Infrastructure Financing Plan for City and County of San Francisco Infrastructure and Revitalization Financing District No. 1 (Treasure Island) and project areas therein; and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors
2711,211196.0,2/1/2022,"Ordinance adding territory to and adopting amendments to the Infrastructure Financing Plan for City and County of San Francisco Infrastructure and Revitalization Financing District No. 1 (Treasure Island) and project areas therein; and determining other matters in connection therewith, as defined herein.",Aye,Board of Supervisors
2712,211264.0,2/1/2022,"Ordinance retroactively authorizing the Department of Public Health to accept and expend a grant increase in the amount of $2,246,359 for a total amount of $3,390,998 from the Centers for Disease Control and Prevention for participation in a program, entitled “Strengthening Sexually Transmitted Disease Prevention and Control for Health Departments (Sexually Transmitted Disease Prevention and Control for Health Departments),” for the period of January 1, 2021, through December 31, 2021; and amending Ordinance No. 166-20 (Annual Salary Ordinance File No. 200568 for Fiscal Years 2020-2021 and 202",Aye,Board of Supervisors
2713,211227.0,2/1/2022,"Resolution approving and authorizing the execution of a No-Fee License with the City of Daly City for the operation and maintenance of two Groundwater Project Wells on land owned by the City of Daly City located at 377 and 370 South Park Plaza Drive, Daly City, San Mateo County, California; and authorizing the San Francisco Public Utilities Commission's General Manager to execute documents, make certain modifications, and take certain actions in furtherance of this Resolution, as defined herein, for a term to commence upon execution of the License through June 30, 2034.",Aye,Board of Supervisors
2714,211240.0,2/1/2022,"Resolution apologizing on behalf of the Board of Supervisors of the City and County of San Francisco to Chinese immigrants and their descendants for systemic and structural discrimination, targeted acts of violence, and atrocities; and committing to the rectification and redress of past policies and misdeeds.",Aye,Board of Supervisors
2715,220015.0,2/1/2022,"Resolution 1) approving and authorizing the Director of Property, on behalf of the Department of Homelessness and Supportive Housing (“HSH”), to acquire certain property located at 835 Turk Street (“Property”) for $25,650,000 plus an estimated $51,300 for typical closing costs, for a total anticipated amount of $25,701,300; 2) approving and authorizing HSH, on behalf of the City, to apply to the California Department of Housing and Community Development for its Homekey Grant Program to purchase the Property; 3) approving and authorizing an Agreement of Purchase and Sale for Real Estate for the",Aye,Board of Supervisors
2716,220017.0,2/1/2022,"Resolution authorizing the issuance and delivery of multifamily housing revenue bonds (tax-exempt) in an aggregate principal amount not to exceed $40,776,000 and multifamily housing revenue bonds (taxable) in an aggregate principal amount not to exceed $10,000,000, for a total aggregate principle amount not to exceed $50,776,000, for the purpose of providing financing for the acquisition and rehabilitation of a 69-unit, affordable multifamily rental housing project located at 4101 Noriega Street, 363 Noe Street, 200 Randolph/409 Head Street, 2206-2268 Great Highway and 1357-1371 Eddy Street (a",Aye,Board of Supervisors
2717,211223.0,2/1/2022,"Ordinance authorizing settlement of the lawsuit filed by Leadwell Global Property LLC against the City and County of San Francisco for a stipulated assessed value of the real property located at 1 Nob Hill Circle, aka 999 California Street, San Francisco, CA (Assessor’s Parcel Block No. 0255, Lot No. 002) (the “Subject Property”) of $152,600,000 as of February 28, 2017, contingent upon the Assessment Appeals Board’s approval; the lawsuit was filed on June 26, 2020, in San Francisco Superior Court, Case No. CGC-20-585163; entitled Leadwell Global Property LLC v. City and County of San Francisco",Aye,Board of Supervisors
2718,220049.0,2/1/2022,"Resolution authorizing the Public Defender’s “MAGIC” (Mobilization for Adolescent Growth in our Communities) Programs in the Bayview and Fillmore/Western Addition Neighborhoods, and expressing the Board of Supervisors’ continued support for those programs.",Aye,Board of Supervisors
2719,211298.0,2/1/2022,"Ordinance amending the Administrative Code to create the Central SoMa Legacy Business & PDR Support Fund and the Jackson Playground Park Fund; crediting payments to be made by KR Flower Mart, LLC under the Flower Mart Development Agreement against Eastern Neighborhoods Infrastructure Fees under Planning Code Section 423 and Transportation Sustainability Fees under Planning Code Section 411A; authorizing the City to accept land located at 71 Boardman Place and 356 Harriet Street (Assessor's Block 3779, Lots 084 and 112) for affordable housing; and providing KR Flower Mart, LLC credit against Jo",Aye,Board of Supervisors
2720,211279.0,2/1/2022,"Motion approving the Mayor’s nomination for the appointment of Stephanie Cajina to the Municipal Transportation Agency Board of Directors, for a term ending March 1, 2022.",Aye,Board of Supervisors
2721,220055.0,2/1/2022,"Motion reappointing Supervisor Gordon Mar, term ending February 4, 2026, to the Local Agency Formation Commission.",Aye,Board of Supervisors
2722,220056.0,2/1/2022,"Motion reappointing Supervisor Dean Preston, term ending February 4, 2026, as an alternate to the Local Agency Formation Commission.",Excused,Board of Supervisors
2723,220067.0,2/1/2022,"Motion appointing Andrea Marmo Crawford and Timothy Mathews, terms expiring November 21, 2022, to the Citizens General Obligation Bond Oversight Committee.",Aye,Board of Supervisors
